Question;Q_label;A_label;Q_type;A_type
What happened though => oH OH HEHE OKAY SO LIKE it was like 8 something at night and bimbo had just came back home and he asked to hang out so in my neighborhood we have this huge ass rock by the lake so we met there and he brought a blanket, chips, and a small speaker with him and we just layed on the rock listening to music and watching the sky but then the rock got uncomfortable bc its bumpy LMAO so we moved to the ground and honestly we both fell asleep on each other for like an hour and a half LOL we went home at like 1 am and I got in trouble BUT SO WORTH IT LOL;0;0;;
tbh- im calling the cops on you dirty slut => NUUUUU BBY DONT BE LIKE THAT;0;0;;
She said whenever you are awake at night and is feeling upset, call her so she can text you => okay awaw omg thank you I can't even explain how grateful I feel right now <33;0;0;;
wAit that anon sent you dick pictures oh my god => YES LOL;1;0;defamation;
omfg i'm scared for you that anon is creepy as fuck LOL => LMAO WELL IG ITS A FAKE ACCOUNT IM KIKING THEM RN I JUST LMAO IM SO LOSY AND LIKE LMAO;1;0;insult;
you can see my big dick you can ride in about 15 secs (: => FRFR WHO IS THIS LOL ON SWEAR IF ITS EMILY LMAO;1;0;sexual;
you ready to see that big dick baby? => OH GOD CAN I JUST SEE WHO YOU ARE LOL;1;0;sexual;
someone with a big fat cock => why do I feel like this is emily LMAO;0;0;;
damn baby. you're fuckable => oh LMAO UHM HI THERE;1;0;sexual;
I have no hips lets be real lmao => I got hips like a snake;0;0;;
Maybe if i feel like it damn => maayan :( y u do this GIVING ME SHORT ANSWERS NOW WE ARE NOT FRIENDS ANYMORE KMAOOSOSKOA;0;0;;
Daaamnn these anons man THEY NEED TO GET THE FUCK OUT MY SHIT AND UR SHIT MAN DAMNNNN - maayan :) i miss yall btw i hope u know that :P => ikr lmao I missss yooou toooo!;0;0;;
yall ugly ass niggas need to fuck off => LMAO ILYSM BAE, theyre satans sex slaves don't join them;1;0;insult;
Seriously anon whether or not she moved on or how she answers questions about her past relationship clearly isn't your business. => thank you omg preach ^^^ ;0;0;;
Oh, I checked calendar 'bout class of 2015 graduation date is May 28, 2015! :O => yours is? are you serious? omg lucky! my graduation date is june 10th but we get out of school may 30th? I think;0;0;;
Tbh: I'm a senior this year, too. => omg really? :D are you already in school?;0;0;;
Oh hell nawww  rock paper scissor? winner gets her => okay :D ROCK PAPER SCISSORS SHOOT;0;0;;
ewweeewwwee u fuck dogs??? i guess i can be into that => woah that escaladed quickly LOL I DIDNT MEAN I FUCK THEM BUT UHM OKAY XD;1;0;insult;
hahaha... can i be one of them... sex change just for u => I ment it leads me to dogs yanno bitches? LMAO OH;0;1;;insult
You named your dog after me => nigga bye more like she was already named XD;1;0;insult;
Do you think there is life on other planets? => I got a dog!! her names jenny she's so adorable I swear omg;0;0;;
"Your an attention seeker => WOOOW LMAO OKAY well that fucking awkward moment when I only told 3....3 fucking people about everything and they told others. I. never. wanted. any.one.to.know. I only wanted them to know but I understand why some of them told others yes they shouldn't have but I honestly don't care anymore atleast I don't write depressing shit in my bio or even post it on my kik pic or post pictures about how depressed I am lmao I don't go around telling fucking everyone how I feel, how ""depressed"" I am because honestly in my opinion people who really are DONT want people to know but there's other REAL attention seekers who post shit about how they feel. so think fucking again if I'm an attention seeker.";1;0;;
Wish the anon shot themselves oops lmao => lmaoo :/;1;0;encourage;
Post a photo of your favourite outfit! => let me just say something. I'm. not. fucking. comitting okay?! got get off jennas and maddies dick and come off fucking anon cause its so fucking easy to figure out who you are when a lot of people don't know about anything. this was between me and maayan I just told jenna I was leaving not committing? maayan told me she didn't care so it just made my decision to leave easier nothing is her fault either. please stop fighting because I left you all are friends I'm not even friends with most of you so why tf do you even care? the only people who really care is jenna emily and maddie. please leave them alone okay nothing is maayans fault. leave her alone too. but maayan please get your friends to leave jenna and maddie alone I don't want any fights okay? please just everyone stop.;0;0;;
Did she dump your ass? Finally => I'm pretty much fucking done with you stupid bullshit okay? yall did this last time and if you think you can fucking bring me down well its not fucking working you jackass. leave me the fuck alone and don't say more shit cause it won't even affect me (: ;1;1;insult;insult
When will u start dating again? => are you like watching me lmao idk why?;0;0;;
Whats the first thing youd do if you were the opposite sex for one day? => masturbate now i think i spelt it right;0;0;;
That kiss was fuckin hot can we get married yet or XD i love u<3 => oh pls nigga XD and duh ;0;0;;
CUZ LIKE U AINT ASHY => ooooo nigga I am so ashy I swear frfr;0;0;;
Post a picture of your pet! => they keep having sex ohmigawd help;0;0;;
How can you make your life more meaningful, starting today? => start doing shit instead of laying in bed watching netflix XD;0;0;;
Fuck off anon ill cut off ur dick in ur sleep => <3;1;0;threat;
If you could change one law of your country, what would it be? => to allow gay marriagee;0;0;;
i dont give a shit about him => I was just trying to make you feel better..;0;0;;
Im not sending hate to no one:) => you sent hate to me? lmao just know I talked to my uncle so I suggest you tell danny and all your friends who sent you to send hate on me to stop cause he said if it happens again he can report you guys so I suggest you all to stop.;0;0;;
I love how all these faggots just are too scared to get off anon cuz they r too afraid to get insulted grow some balls => I love you;0;0;defend;
k?now stfu. => you haven't poven yourself and I honestly could care less about you, dannys fake and I have family in the military and police yall keep this up and I can easily report you guys for cyberbullying and don't try to erase shit I already took screenshots (:;0;0;;
What the fuck is going on => danny was making fun of a lot of people so I stood up for her and wrote on her ask that she was beautiful then this guy tells people to send hate to me because I stood up to her when he was making fun of her so now I have dannys friends and the other guys friends against me lmao;0;0;;
I hope you and your lesbian lover die whilst scissoring => that's a nice way of dying (:;1;0;curse;
You brought this hate on yourself ugly twat => I brought hate on myself for standing up to someone? okay (: honestly you anons make me laugh;1;0;insult;
u shitty  twat => REALLLLLYYYYY show me proof that he's not?;1;0;insult;
What kind of pet would you like to have in the future? => I'm stuck with basic bitches at this booth help;0;0;;
Oi nig ill get started => ooooooo nigga someone gotta hold me back! XD;0;0;;
What do you value the most in your life? => my baby hands down. she holy shit just is perfect this question was an accidental click but its perfect. tonight my brother went to the emergency room and I was at a party, well maayan was gonna wait till I got home from the party but when I was gonna go home my dad tells me my brothers In the hospital, well it'd be hours till I got home so I told maayan to go to bed, well she didn't she stayed by my side till 2 am when she was completely exhausted struggling to stay awake but didnt fall asleep because she was waiting for me to get home and was there by my side every step of the way....I couldn't have a better girlfriend, she's amazing and just perfect, I mean c'mom who else would do that? she's so amazing like you guys have no idea, even when she has to get up early she stayed with me no matter what. Ill do the same for her and not leave her side. I love her so fucking much, she means everything to me and idk what I'd do without her beautiful smile and face next to me <3;0;0;;
Tht nigga is hittin on u jk thats me LMAO => right! like damn nigga need to back upp;0;0;;
I damn miss you cristina => omg bby ily<3333 I miss you :( :( :(;0;0;;
My names my ask what lmao => oh....your names not beautiful???? ;0;0;;
Omg u and maayan are the cutest i cant => omg leyla bby <333 thank you bae ilysm;0;0;;
I got that black connection bye LOL => oh please you got no connection nigga XD;0;0;;
What two animals, if combined, would make for an awesome animal? => just realized I had typos its thick* and there's another but I forgot it lmao opps;0;0;;
What's your favorite movie scene? => the sex in porn;0;0;;
What's your favorite slang word? => thot, ratchet,  nigga, bitch nigga,  hoodrat;0;0;;
Is it y'all or yall? I'm pretty sure it is y'all => yall nigga y'all is too basic;0;0;;
you're beautiful omg => nono you're goregous <3;0;0;;
Yes its me fuckn corborz lmao => OHHHHH apples lmao;0;0;;
NO IM PRETTY SURE I LOVE U MORE => oh hell to the no;0;0;;
you make my noggin hurt womanLOL => noggin WHO SAYS NOGGIN lmao jk jk;0;0;;
tf is that anons problem ffs => lmao ily <333;0;0;;
Fix your face please => oh lmao;1;0;insult;
How much of a shopper are you? => jake likes it in the butt guys;0;0;;
Id rather fucking not so u can go back to suckin some dildos nigga => lmao;1;0;insult;
Maayan could do better => well shit ik lmao;0;0;;
How did you get here? Cp/cpps => oi okay so I joined like in 2008? I was like 10 or 9 idk but I started playing with my cousin on it and of course we didn't do shit lmao then he quit so I quit...well 2 years ago it was Christmas and my cousin was at my house and somehow we decided to get on to band ourselves and make a meme out of it LOL well right when we were gonna do it they had to go so since I was already logged in I just started playing it and what not and met some people that I don't remember tbh and I decided to come back the next day and I played it like every day and started dating this guy named freezer (idk the numbers) and he'd take me to the iceberg and I met so many people there like dash, boop, flower, ry, kyle, dj, nana, pop, swirly and more. well freezer turned out to be a girl named bella but we stayed friends and she became my bestfriend, then I started dating this guy named jakebot3000 (kyle) and boop told me about xat bigdane so I made kyle get one and kyle is fuckin outgoing so he made so many friends and introduced me to a lot of people, matt / maayan being on of them, shit happened over the summer kyle suddenly left me but before he left he showed me this xat group called banana_truck, so one day I went on there to see if he was on and maayan was there and we started talking just friends we got eachothers kiks and became close then started dating and she introduced me to alll these people and I couldn't be happier with everyone in my life <3 especially maayan <33333;0;0;;
I think ily u more tbh <3 => oh hell no baby I love you SOOOOOO much MORE;0;0;;
if u r dating a girl, u r bi or lesbo there just isnt an exception tbh => ok cause you so know my life more than I do. pretty sure I know who this is btw;0;0;;
What's your kik omg => cristina_oreoo :D :D :D;0;0;;
How many slices of pizza do you usually eat? => can I eat the whole box? lmao jk only like 2;0;0;;
IF YOU JUST STARTED IT IT STARTS GETTING GOOD AT 3:48 => :D long song omg XD;0;0;;
This song is exactly 24 minutes long but it's my favorite. It's also pretty swell that you're okay. C: => holy shit that's a long song, what song? and yeah I guessss c: haha;0;0;;
will you ever date me if I wasn't taken :3 => drew? lmao;0;0;;
cogerme contra una pared => holy shit someones sexting me ;0;0;;
my friend really likes you hes a mix of black and white do you mind => lmao jenna;0;0;;
LOOK BITCH I AM SNEAKY OMIGOD. MAKE ME FOOD => no nigga;1;0;insult;
Would you rather go sunbathing or swim in the sea? => swim in the seaaaa :D I'm already tan lmao;0;0;;
Perhaps I will next year => you sent me this 3 times lmao;0;0;;
Lol you likely wouldn't want to see the failure that I am. My geo teacher has to redesign the lesson so I don't feel sad after the class is over lmao => ayeee your not a failure! is there other things you like to do? do those things more haha;0;0;;
I could go and draw something, to show you how bad I am lmao => hahahahaha no no its okay lol;0;0;;
I would too but I don't have any because of how bad I am at drawing => I bet your not that bad lmao;0;0;;
I'm not that good at drawing lol. Drawing is my downfall => lmao you're probably better than I am;0;0;;
i am the reason why cristina is sexually frustrated everyone. she wants my stik dik => swerve lmao;1;0;defamation;
by stick if you mean my dick then yes:)))) are you saying you want to fuck me.:))) => LMAO JENNA SHH YOUR DISTRACTING ME IM IN THE SHOWER;1;0;defamation;
want some of my sprite i mean vodka:)))))))))))))))) => turnin up jenna? lmao;0;0;;
What can you do that others can't do? => also also also! I wanna thank emily for choosing out my outfit and introducing me to her mom and her dog XD and I want to thank her for understanding remember only 4 ;0;0;;
What the hell is wrong with that anon, you don't deserve this you didn't do anything, don't listen to whoever that is. ily => ily <3 but idrc lol.;0;0;;
Cristina you don't fucking deserve this shit? you never did anything in the first fucking place? like what the fuck => I just honestly dont fucking care anymore they can say all they want..thank you;0;0;;
gonna hack this fucking ip bitches lets go write something else i dare u :) => jusr don't.;1;0;threat;
Ha bitch u deserve this => I know. CAN YOU FUCKING LEAVE ME ALONE NOW. PLEASE? I DONT WANT TO FUCKING TALK ABOUT IT. STOP MAKING ME WORSE.;1;0;insult;defend
are u too turnt tina omg => What?;0;0;;
anon needs to get out and fuck u okay. => guess sooooooo .;1;0;encourage;
no its fuckign bullshit gtfo out rn.. => its okay :3 I understand why they said that lol;0;0;;
What song is stuck in your head? => I guess matts dick is stuck in my leggings XD;0;0;;
and omg but at least he isnt lying xdxd => he is lying ;0;0;;
ffs i want ducks, can we paint them weird colours together => omg yes!!!!! we can paint their nails too :D;0;0;;
omg howcomes you have a duck => my dad wanted baby chicks for eggs and they were selling baby ducks too so we got 2 of them :D :D;0;0;;
What does it mean when a girl smiles at a boy? => that they want the dick ;0;0;;
What is it you most dislike? => wanting to tell someone you dont like them but you can't like damn I don't fucking like you can you back off or?;0;0;;
Have you ever thrown up after eating? => wtf personal much?;0;0;;
give me some of those or i swear you will not have a roof when you wake up. => opps its already in my tummy;0;0;;
Lmao i leave for like a day to hang out with a friend and all this shit happens lol IF U DONT HAVE ANYTHING NICE TO SAY SHUT UR DAMN FUCKIN MOUTH CAUSE NO ONE WANTS TO SEE UR SHIT => it was this morning babe I didnt really talk to many people yesterday I love you cutie <3;0;0;;
This bitch is gonna get a beat down in a min jesus fuckin christ => your so adorable <3;1;0;insult;
you are very pretty!!!!! => :O omg your goregous! (yes I creeped on your ask XD) <333 thank you!;0;0;;
Fuck matt,maddie,jenna, and emily => fuck you cunt bag.;1;1;insult;
Matt is the slut of your life => can you fuck off now?;1;0;defamation;
What female celebrity do you wish was your sister? => okay. so I'm pretty pissed off rn I know someone here is a hacker. idfk who but can you like not? and why the fuck do you keep hacking people. I think its pretty fucking stupid how you would hack matt to send me a break up message....like did you know not think I'd find out it wasnt him? pretty fucking low hacker are you that fucking desperate? a stupid fucking hacker wont make us break up opps sorry your little plan didn't work were still together ;0;1;defamation;
Post a pic? #whereistand => erik and micheal are my ride or die yo  DOES THAT EVEN MAKE SENSE? idek I saw it somewhere lolol;0;0;;
you and matt are the best fuck buddies ever. => duh ;0;0;;
How many games do you have on your phone? => the fuck idfk;0;0;;
damn i love you so much <3 => I love you oh so much omg <33;0;0;;
holy shit ill be there in like 5 minutes okay i just gotta pick up my van IM COMINGGGG => o shit DO YOU HAVE A CREEPER VAN CAUSE YA KNOW THOSE ARE CREEPY;0;0;;
Imma about to stab all of them holy shit => I'M in there D:;0;0;;
Wait wtf did they just put a heart.. => lol it's okay baby<33;0;0;;
once i was with one of my guy friends and some girl we hated tripped near is and he has like bitches be trippin and i choked => LOL BITCHES INDEED BE TRIPPEN;0;0;;
alright alright alright u win im fake idek that u would give such a fight woah is that chocolate chip omg => Yes chocolate chip :D;0;0;;
omg ur a liar!!!1111!!!!!!!!!11!!! omg u *insert bad word* i cant believe u!!111!!! *sends h8* => OMG BBY DON'T BE LIKE DAT COME BACCCCCCKKKK ILY <33;1;0;defamation;
omg ur so fake!!11!!!!!!11!!! i never said i was fake wtf!!!!11!!!!111!! brb gonna go backstab u ily omg => you said you were fake XD OMG confused;1;1;defamation;
stin is a stupid fake fgt => your the fake stupid fagot do back to the hell hole you came from;1;1;isnult;insult
im gonna snap this anons neck tbh. grow the hell up you flagina => I have my sticks ready ;0;0;;
oh you bet your butt i feel a lot better, just had a huge laugh at how offended you got => Oh hun you think im offended? you though wrong ;0;0;;
The mall doesn't sell lifes, anyone with intelligence knows that, and hahahaha yes omg guys i'm such a cyberbully omg brb -kms- => did you think I was fucking serious? my God your the one with no intelligence, last time I checked you're the one cyberbullying and you're a fucking punk for being on anon I bet I'm much smarter than Your ass;0;0;;
Whoever this alexa is, that is one chopped ass kid in her background pic => okay can you stop talking about my friends please? talk alllllll the shit you want about me but leave my friends out of it;1;0;insult;defend
Your friend gives a fuck about grammar :~) => do I look like her?;1;0;insult;
Well for starters your friend corrected me on here so if anything, you should remind her it isn't English class. => for starters does it look like I give a fuck about grammar?;0;0;;
You calling me a pussy wont make me come off anon, just saying => you can't fucking do anything that's why YOU'RE on anon because you have no fucking life;0;1;;insult
oh wow jeez just because her ugly ass friend came (you) and saved the fuckin day, oh wow damn sure ill fuck off LOOOOOL => LOL thanks ;1;0;insult;
Its better than everyone elses, bc ur so pretty omg. => noo its big to me haha but thank you omg ily I bet your fricken gorgeous bby <33;0;0;;
Your just a pussy ass bitch who won't come off anon => please your the perf one <3;1;0;insult;
Whats one mistake you keep repeating? => life, opening my mouth to say shit (not like that ya lil pervs lol);0;0;;
You're my woman crush Wednesday. => aw aw aw aw aw aw!! :$ :$ omg gurl your my woman crush every day your so goregous! <3;0;0;;
I fr want katy perrys face and teah i want it => right....can I like just be here please omg;0;0;;
Woman Crush Wednesday? => katy perry she's perfect omg;0;0;;
hi i was trimming my dick hairs . and then at of no where a giant cumcumber flew threw my window and went up my vagina. i think its stuck in there. what should i do? => go get it checked out....CAUSE YOU HAVE A DICK AND A VAGINA MAN XD;0;0;;
lmao you're amazing cristina, ily boo<3 => ily more bby <333;0;0;;
"the fact she removes anon after we expose her automatically shows she is a catfish, if she was real she'd do fansigns n shit to prove it, cara just give up => right she should do a video response too, if she wasn't fake she would do them in a heart beat yet she's not because she doesn't want her ""popularity"" on here to end";0;0;;
cara is fake, don't talk to her, idk how she gets away with this shit => oh I know ;0;0;;
NOPE CAUSE ITS NOT KOSHER OHHHH => oh damn I forgot XD IMAGINE ITS CHEESE;0;0;;
Where do you think Santa Claus is from? => from his moms vagina;0;1;;insult
Do you like Kingsley the youtuber? => YES!! he's so funny omg;0;0;;
Ikr dem bitchy typos => ya feel me bruh?;0;0;;
spam me with questions are thou shalt die => I cant rn my phones almost dead and I have an hour and a half at this band show;0;0;;
Psh hell naw thats u <3 => nigga please were talking about you ;0;0;;
What's the worst advice you've ever taken? => to go to the bathroom by the street in the middle of nowhere going to mexico... my bare butt sat on thorns..;0;0;;
I hope everything's okay bb boo :( <3 => omg ily <3 ill be fine bb (: your so sweet omg ;0;0;;
How are you feeling right now? => like complete shit and pretty pissed off.;0;0;;
What made you happy today? => lots of things but also some things pissed me the fuck off...;0;0;;
Sorry it doesnt work like that lmfao <3 => it does ;0;0;;
lmfao its kinda funny => ._. swerve XD;0;0;;
I love u more than my life its self <3 :) => I fucking miss you omg ;0;0;;
you be shitting on a log...... => IT WAS ONLY ONCE AND I WAS LIKE 10;1;0;defamation;
bitch you steal i will cut yo ass with a butterknife => I dare you nigga;1;1;threat;threat
lmfao welllllllll it aint a lie => rude XD;0;0;;
lol fuck yeah any guy would => not gay ones;0;0;;
Are you afraid of people? => yes..... omg yes;0;0;;
lmao party under the blankets => nothing;0;0;;
Im laughing lmfao ur so adorable <3 => that is not how it works! D: XD your cuorable ;0;0;;
I know that's you looking in my window brotha => shit you wernt suppose to see me .-.;0;0;;
OMGGGGGGGGGGGGG A BASKETBALL PLAYER OMGGGGGG lmao you<-------- => I NEVER SAID THAT XD I JUST DONT KNOW ANY PRO BASKETBALL PLAYERS XD;0;0;;
Lmfaooooo I can be black too watch, mmmmmm guuuuuuuurrrrrlll *snaps fingers* => lmfao *snaps fingers* in z formation booty rotation something something ghetto something XD;0;0;;
If you had to be a lesbian who would you be one with O_o? => Katy Perry omg he's goregous can I be her? :D ;0;0;;
if the pizza man doesn't hurry up I'm gonna eat my mother => :O just not the eye balls those are gross;0;0;;
ask me a question i need to hoe u something => kkkk;0;0;;
Ugh, lucky for you I'm avoiding Nightmare like the plague so I'm getting the hell outta here *he vanishes into a puddle of water* => That was easy.. *he takes bird Sans back to ;0;0;;
Dad he's a friend dont hurt him! => *Horror grabs Rora and runs like heII away from Geno lmao you don't want to know what he said to him* ;0;0;;
Who the hell else has glitches like that?! *he snaps his fingers and 2 blaster beasts appear one on each side, the third is protecting Sorell* You might want to run => Your dad, I boned him last night!;0;1;;defamation
Horror!!!*she tackles him from behind he probably likes it but shes annoyed* => Ally!? The hell are you--!? *He was cut off as they both fell to the ground lol* This isn't really the time for this..we can go home and have a moment later;0;0;;
Nightmare still needs me, and I think both of us know what happens if you piss him off besides didn't Allura have to save you during our last fight => *Horror ignores everything Nova has just said and without another word, he impaled a bone into her side*;0;0;;
*a mouse scurries past you being chased by a starving cat* => *Kiki do you love me are you riding lmao I couldn't resist sorry dude*;0;0;;
*isnt damn phone hates me *  *plague is crying out in horrortale snowdin forest  hopefully no hungry monster's come see her* => *Horror goes looking for Plague with Allura with him and eventually finds her by hearing her crying in the Snowdin forest* Plague? Sweetie what the heII are you doing out here!? Don't you know how dangerous it is for a little girl out alone in this timeline?;0;0;;
*plague is home who knows where she went it's not a great idea for an eight year old to be all on her own rip* => *You said she is home so she's at home lmao jk i know what you meant*;0;0;;
Shut up.*kisses you setting you down* => *Horror kisses her back lmao he probably pssed off Allura with his comment about males being stronger than females*;0;0;;
*most Sans do, Outer, Error and Ink being the few exceptions, to his probably shock she rips off his now broken Ulna and bites into it* Riiight forgot to mention I eat monsters too sometimes. I just save that for ones that piss me off => *I didn't know that lol so does that mean Nightmare has that too? That would be fcking hilarious dude*;0;0;;
That's just because I love making bear puns! I'm BEARly managing as it is without my students though! => You lost your students? Don't go looking to me for help, it's not my problem and quite frankly I don't give a damn;0;0;;
What is wrong with this Au?!It's filthily bloody and horrible!*annoyed she got blood on her hooves and white fur* => *She just made a very horrible mistake going near Horror Sans*;0;0;;
*Whimpers crying into your bloody shirt*You could have dusted!!!!*she really loves her dad balls as he is* => I wouldn't of dusted..your Daddy is a really strong skeleton *Horror pats her head* Shh..it's ok, we'll get some other dinner to eat..;1;0;insult;
I'm not a dumbass Horror, hell you tried pulling this stunt before, but considering you're missing most of your skull I'm not surprised you don't remember. => I wouldn't be one to talk, how do I know your memory isn't faulty since your missing half a mind too? Sorry, your right your not a dumba your a shtface ;0;0;;
Would you kiss me or slap me?  => bitch Id deck you in the face fuck outta here;0;1;;threat
Thoughts on those who have crush on you?? => uh you have bomb ass taste nah jk idk suuuup foo;0;0;;
Name 3 goods things that happened over break => nothing life is shitty asf;0;0;;
Who you going on a date with? => lol wtf no one;0;0;;
do you want a cupcake? => fuck you;0;1;;insult
If you could print any phrase on a T-shirt, what would it say? => Treat me like shit;0;0;;
What's something that everyone should do every day? => Idk but i think Tyga is hot as shit;0;0;;
ask me zem questions betch => lmao okay;0;0;;
Still being sarcastic .-/ => I will fucking kik your ass and tell you!;0;0;;
That's what you deserve => nothing;0;0;;
Not talk to me anymore => wtf did i do to you & no something else;0;0;;
THE WHOLE ALBUM IS LEAKED BITCH => omg yeah hq32l iu 4erhnslhz .ke jlyhslka9kj;0;0;;
Have you got anyone sad => uh idk wtf;0;0;;
If I died what would you do? => I'd die with you :);0;0;;
If I fell in a well would you help me out?? => no, I just watch you die :);0;1;;curse
People she dosent know shit about love not even the definition => Um I don't know your telling me.;0;0;;
Do you believe that everything happens for a reason? => hell yea;0;0;;
I just followed u bitch => Congrats :D;0;0;;
It's your ex lol => wtf;1;0;defamation;
I'm Harry styles lmao => uh no your not.;0;0;;
I want but it's just your suck a qt => I guess lol ;0;0;;
Do you get annoyed when people say you still like your ex => omg yes.;0;0;;
That's right bitch don't answer cuz you know it's true => i guess ;0;0;;
Your not a good bestfriend bitch , Lolol HA => is this negin?;1;0;insult;
Realllyyyyy ahhah you still like himm thenn LOL => no wtf I don't;0;0;;
So your telling me you want to speak ' salomalikom  ldkskskkwkwkqjs ALLAH smakwkakakkaiqiwiwiwieieiqiqiakssmwja ' lmao Jkjk <3 love being Muslim most of the time => YEAH :-) lol;0;0;;
How would you name your time in school? => Hell;0;0;;
What's ur thing like are straight, gay , bi => I'm straight;0;0;;
Whos stealing your socks? => Dobby lmao ;0;0;;
Any wanna talk on snap need better friends and ppl they all snakes.... and fuck boys  im 17 btw => Sure ;0;0;;
What's the best advice your father ever gave you ? => My father never gave me any advice and thank god cause I sure as hell wouldn't want to be like him.;0;0;;
are you home already? => Who the fuck is this?;0;0;;
Post a picture of the best cartoon character ever! => Tinker Bell obvi ;0;0;;
And what the hell is up with this weather?! 70 degrees one day and snowing with sunshine the next? This place always had such odd weather. => bla bla;0;0;;
Ive never gotten one before... so well see  => as long as it's by a guy, then I'm all for it, hell I'll even pay for it ;0;0;;
I dont usually so I hope not. Ill be okay, either way though.. I have to suck it up and do my job anyway. Whats Castaway? => Castaway is the movie I suggested you watch. I mentioned it twice now. It was with Tom Hanks. (( your memory sucks ));0;0;;
Mmmmhmmmm... its not the first for this  => personally, I liked it when you'd suck on them...;0;1;;curse
Damn Im so lonely, need friends ASAP. This bi-polar stuff hitting me like hell => Me too;0;0;;
Do you wish to be something little bit more? => Yes I need to get a bigger ass;0;0;;
What makes you lose your temper? => Calling me a bitch and gay;0;0;;
What are you regretting the most? => Not beating a girls ass;0;0;;
As a child, did you want a kitten or a puppy? Did your parents get one for you? => I had a dog for like 2 weeks, but I think his ass died, I was like 6 or 7;0;0;;
What do you believe in? => Jesus;0;0;;
What's your biggest fear? => I'm scared to die of lynching or burning;0;0;;
How would you describe your time in school in 3 words? => fucking goddamn bullshit;0;0;;
Post lyrics to the song youre listening to right now => Id rather die than have you see your smile.;0;0;;
Do you go to college? => ye. Its kicking my ass rn with stress and finances.;0;0;;
You belong to that part of population which.............? => Hasnt seen TWD, Game of Thrones or give a shit about celebrities.;0;0;;
Would you rather have an old phone with fast internet or a new cool phone with super-slow internet? => Fast internet because if I had a up to date phone with shitty internet itll probably be broken from me throwing it at a wall in frustration.;0;0;;
why do nice people choose the wrong people to date? => Good people try to find the good in those wrong people and being clouded by it;0;0;;
Would you rather marry somebody 10 years old or 100 years old ? => One will be either die within a few months or years, and the other is a minor.;0;0;;
Do you ever think about the money you don't have? => yes bc why the fuck everything cost money;0;0;;
How important is positivity in Life? => why are you asking this question to the most pessimistic person lmao;0;0;;
Do you believe in love at first sight... on the internet? => I did at first but then it turned into a bunch of bullshit;0;0;;
Do u think marriage may kill love? => conseriding divorce rates, people wanting temporary things, money extortion, gold-diggers, or people rushing into shit;0;0;;
Do you believe in horoscope compatibility? => no. people are equally shitty regardless of their star sign;0;0;;
How was your first love? ? => fine at first but turned to shit when she left.;0;0;;
do you believe you can die of a broken heart? I do => It depends. ;0;0;;
Do you agree that loneliness can be addictive and therefore dangerous? => when the fuck was this a thing;0;0;;
I'll never get a gf cause I'm a sarcastic fuck => unless you meet a sarcastic fuck girl;0;0;;
Do you believe in palmistry? => what in the fuck is that;0;0;;
Because of my attractness level. => fuck relationships.;0;0;;
Whats on your mind? => When the fuck is this semester gonna end;0;0;;
What is the last thing you said to your ex? => She got triggered that I called her fat in Italian while she called me whatever the fuck in French.;0;0;;
Are you following the news? What are you interested in? => Nothing because all they talk about is politics and that shit is too stupid to follow.;0;0;;
What's the best thing about your life right now? => Nothing because college makes it shitty;0;0;;
What r u going to be 4 Halloween? => All my friends are going to college and shit so Im not going this year.;0;0;;
What radio stations are you listening to?  => I dont listen to that shit on the radio that repeats all the time;0;0;;
I'm taking a survey: Would you date a guy/girl that had a tickle fetish? => The fuck;0;0;;
is love to the grave old-fashioned? => Who the fuck uses that phrase;0;0;;
Did you ever send an anonymous loveletter to someone? => Sappy shit like that gets you rejected indirectly.;0;0;;
To whom are your audio and video recordings open? => bitch what;0;0;;
Can a Colombian guy date an Italian girl ? => How the fuck should I know;0;0;;
What worries you the most? => Who im gonna end up developing feeling shit by december because of the cycle.;0;0;;
What do you think you do best? => i constantly fuck up, so being paranoid;0;0;;
Who else like post Malone? => I don't listen to his music so how the fuck should I know;0;0;;
What can you tell me about Brian Philhower? => I have no idea who the fuck that is. ;0;0;;
What can totally impress you? => Someone who dosen't have an aim to fuck me up more mentally than I already am.;0;0;;
What is the first thing you did after waking up today? => die;0;0;;
"What is your idea of hell? => This cycle where everyone expects me to believe that bullshit ""plenty of fish in the sea"" saying is supposed to be true, but everyone I encountered is alike every single time.";0;0;;
What is the worst thing you got in trouble for as a child? => Every stupid shit my brother blamed on me;0;0;;
Do you believe that each individual on Earth has a soulmate? => no because that sort of bullshit doesn't exist.;0;0;;
"Whats the nicest thing that anyone has ever said to you? => ""You're an asshole then.""";0;1;;insult
What does true friendship mean to you? => What squad does to help me not lose my shit when it comes to her haunting memories.;0;0;;
"Who are you in a parallel universe? => Probably the opposite than what I am and actually happy with someome that was actually serious instead of pulling that ""lost feelings"" bullshit that left me more vulnerable anyone else has made me.";0;0;;
What is your best question to get to know someone? => the fuck do you want from my life;0;0;;
Lol do you not know that song? Kid wtf => sounds like something from panic. ;0;0;;
"What does it mean when a girl smiles at a boy? => dosent mean shit unless she's gonna play some fucking ""game"" then kill whats left of him by making him vulnerable.";0;0;;
It's weird though like wtf does a satanic ritual have to do with being an LA devotee? Oh wait. nothin => heil satan;0;0;;
They're making some like cryptic message shit and it's bothering me I thought I'd tell someone who likes them => everyone in the comments is saying how its something from ahs;0;0;;
What are you interested in? => how im gonna die later on;0;0;;
